c1,c2,stim
tree,hopper,treehopper
clod,hoppers,clodhoppers
grass,hoppers,grasshoppers
pawns,hops,pawnshops
teas,hops,teashops
bakes,hops,bakeshops
barbers,hops,barbershops
works,hops,workshops
car,hops,carhops
books,hops,bookshops
sweats,hops,sweatshops
bell,hops,bellhops
prong,horn,pronghorn
fog,horn,foghorn
sax,horn,saxhorn
big,horn,bighorn
long,horn,longhorn
green,horn,greenhorn
stock,horn,stockhorn
bull,horn,bullhorn
short,horn,shorthorn
stink,horn,stinkhorn
shoe,horn,shoehorn
bull,horns,bullhorns
short,horns,shorthorns
green,horns,greenhorns
fog,horns,foghorns
big,horns,bighorns
prong,horns,pronghorns
long,horns,longhorns
shoe,horns,shoehorns
sea,horse,seahorse
clothes,horse,clotheshorse
hobby,horse,hobbyhorse
cart,horse,carthorse
dray,horse,drayhorse
pack,horse,packhorse
red,horse,redhorse
cock,horse,cockhorse
work,horse,workhorse
war,horse,warhorse
race,horse,racehorse
saw,horse,sawhorse
stud,horse,studhorse
work,horses,workhorses
hobby,horses,hobbyhorses
clothes,horses,clotheshorses
race,horses,racehorses
war,horses,warhorses
sea,horses,seahorses
cart,horses,carthorses
saw,horses,sawhorses
boot,hose,boothose
panty,hose,pantyhose
ears,hot,earshot
guns,hot,gunshot
snaps,hot,snapshot
slings,hot,slingshot
bucks,hot,buckshot
bulls,hot,bullshot
grapes,hot,grapeshot
longs,hot,longshot
hots,hot,hotshot
mugs,hot,mugshot
pots,hot,potshot
eyes,hot,eyeshot
heads,hot,headshot
slaps,hot,slapshot
snaps,hots,snapshots
guns,hots,gunshots
slings,hots,slingshots
hots,hots,hotshots
mugs,hots,mugshots
deer,hound,deerhound
boar,hound,boarhound
coon,hound,coonhound
wolf,hound,wolfhound
blood,hound,bloodhound
elk,hound,elkhound
fox,hound,foxhound
smooth,hound,smoothhound
grey,hound,greyhound
hell,hound,hellhound
otter,hound,otterhound
stag,hound,staghound
sleuth,hound,sleuthhound
wolf,hounds,wolfhounds
grey,hounds,greyhounds
fox,hounds,foxhounds
blood,hounds,bloodhounds
bake,house,bakehouse
customs,house,customshouse
porter,house,porterhouse
whore,house,whorehouse
summer,house,summerhouse
club,house,clubhouse
custom,house,customhouse
ware,house,warehouse
bird,house,birdhouse
green,house,greenhouse
card,house,cardhouse
tool,house,toolhouse
glass,house,glasshouse
block,house,blockhouse
pest,house,pesthouse
cook,house,cookhouse
flop,house,flophouse
nut,house,nuthouse
steak,house,steakhouse
play,house,playhouse
boat,house,boathouse
charter,house,charterhouse
toll,house,tollhouse
tea,house,teahouse
ice,house,icehouse
fire,house,firehouse
bath,house,bathhouse
slaughter,house,slaughterhouse
jail,house,jailhouse
mad,house,madhouse
poor,house,poorhouse
wash,house,washhouse
light,house,lighthouse
hen,house,henhouse
barrel,house,barrelhouse
lamp,house,lamphouse
chop,house,chophouse
coffee,house,coffeehouse
meeting,house,meetinghouse
bawdy,house,bawdyhouse
tap,house,taphouse
pot,house,pothouse
guard,house,guardhouse
gate,house,gatehouse
road,house,roadhouse
store,house,storehouse
post,house,posthouse
pilot,house,pilothouse
ale,house,alehouse
guest,house,guesthouse
doll,house,dollhouse
court,house,courthouse
packing,house,packinghouse
farm,house,farmhouse
work,house,workhouse
wheel,house,wheelhouse
counting,house,countinghouse
power,house,powerhouse
doss,house,dosshouse
round,house,roundhouse
chapter,house,chapterhouse
cat,house,cathouse
dog,house,doghouse
boarding,house,boardinghouse
hot,house,hothouse
school,house,schoolhouse
cow,house,cowhouse
smoke,house,smokehouse
ware,houseman,warehouseman
summer,houses,summerhouses
ware,houses,warehouses
cook,houses,cookhouses
guard,houses,guardhouses
guest,houses,guesthouses
block,houses,blockhouses
hot,houses,hothouses
packing,houses,packinghouses
boarding,houses,boardinghouses
custom,houses,customhouses
play,houses,playhouses
bird,houses,birdhouses
smoke,houses,smokehouses
chop,houses,chophouses
gate,houses,gatehouses
mad,houses,madhouses
coffee,houses,coffeehouses
light,houses,lighthouses
tea,houses,teahouses
slaughter,houses,slaughterhouses
dog,houses,doghouses
doss,houses,dosshouses
fire,houses,firehouses
school,houses,schoolhouses
road,houses,roadhouses
porter,houses,porterhouses
doll,houses,dollhouses
court,houses,courthouses
jail,houses,jailhouses
pilot,houses,pilothouses
farm,houses,farmhouses
poor,houses,poorhouses
power,houses,powerhouses
meeting,houses,meetinghouses
boat,houses,boathouses
round,houses,roundhouses
flop,houses,flophouses
steak,houses,steakhouses
ale,houses,alehouses
bath,houses,bathhouses
club,houses,clubhouses
store,houses,storehouses
nut,houses,nuthouses
green,houses,greenhouses
whore,houses,whorehouses
work,houses,workhouses
glass,houses,glasshouses
wheel,houses,wheelhouses
ware,housing,warehousing
pus,hover,pushover
pus,hovers,pushovers
floors,how,floorshow
peeps,how,peepshow
horses,how,horseshow
sides,how,sideshow
sides,hows,sideshows
peeps,hows,peepshows
man,hunt,manhunt
fox,hunt,foxhunt
head,hunter,headhunter
pot,hunter,pothunter
head,hunters,headhunters
man,hunts,manhunts
fox,hunts,foxhunts
house,husband,househusband
house,husbands,househusbands
corn,husk,cornhusk
corn,husker,cornhusker
corn,husking,cornhusking
pol,iceman,policeman
pol,icemen,policemen
broads,ides,broadsides
fires,ides,firesides
waters,ides,watersides
silvers,ides,silversides
downs,ides,downsides
rivers,ides,riversides
hills,ides,hillsides
roads,ides,roadsides
seas,ides,seasides
backs,ides,backsides
ins,ides,insides
beds,ides,bedsides
tops,ides,topsides
mountains,ides,mountainsides
ways,ides,waysides
corns,ilk,cornsilk
doors,ill,doorsill
sawm,ill,sawmill
windows,ill,windowsill
windows,ills,windowsills
sawm,ills,sawmills
after,image,afterimage
after,images,afterimages
over,indulgence,overindulgence
overexert,ion,overexertion
overreact,ion,overreaction
overreact,ions,overreactions
flat,iron,flatiron
grid,iron,gridiron
mid,iron,midiron
grid,irons,gridirons
flat,irons,flatirons
beds,its,bedsits
cross,jack,crossjack
apple,jack,applejack
supple,jack,supplejack
cracker,jack,crackerjack
steeple,jack,steeplejack
natter,jack,natterjack
cheap,jack,cheapjack
flap,jack,flapjack
leather,jack,leatherjack
skip,jack,skipjack
lumber,jack,lumberjack
black,jack,blackjack
boot,jack,bootjack
amber,jack,amberjack
high,jack,highjack
straight,jacket,straightjacket
blue,jacket,bluejacket
strait,jacket,straitjacket
leather,jacket,leatherjacket
blue,jackets,bluejackets
strait,jackets,straitjackets
high,jacking,highjacking
car,jacking,carjacking
black,jacks,blackjacks
lumber,jacks,lumberjacks
flap,jacks,flapjacks
cracker,jacks,crackerjacks
steeple,jacks,steeplejacks
log,jam,logjam
door,jamb,doorjamb
door,jambs,doorjambs
wind,jammer,windjammer
log,jams,logjams
night,jar,nightjar
jam,jar,jamjar
lock,jaw,lockjaw
tear,jerker,tearjerker
jumbo,jet,jumbojet
fan,jet,fanjet
bubble,jet,bubblejet
prop,jet,propjet
ram,jet,ramjet
twin,jet,twinjet
ram,jets,ramjets
blow,job,blowjob
stock,jobber,stockjobber
kill,joy,killjoy
kill,joys,killjoys
show,jumping,showjumping
haw,kbit,hawkbit
bar,keep,barkeep
bee,keeper,beekeeper
time,keeper,timekeeper
grounds,keeper,groundskeeper
book,keeper,bookkeeper
net,keeper,netkeeper
toll,keeper,tollkeeper
game,keeper,gamekeeper
ground,keeper,groundkeeper
store,keeper,storekeeper
inn,keeper,innkeeper
greens,keeper,greenskeeper
hotel,keeper,hotelkeeper
gate,keeper,gatekeeper
peace,keeper,peacekeeper
door,keeper,doorkeeper
house,keeper,housekeeper
shop,keeper,shopkeeper
bar,keeper,barkeeper
score,keeper,scorekeeper
lock,keeper,lockkeeper
goal,keeper,goalkeeper
game,keepers,gamekeepers
door,keepers,doorkeepers
bar,keepers,barkeepers
gate,keepers,gatekeepers
score,keepers,scorekeepers
grounds,keepers,groundskeepers
inn,keepers,innkeepers
time,keepers,timekeepers
goal,keepers,goalkeepers
peace,keepers,peacekeepers
house,keepers,housekeepers
shop,keepers,shopkeepers
book,keepers,bookkeepers
bee,keepers,beekeepers
store,keepers,storekeepers
house,keeping,housekeeping
safe,keeping,safekeeping
book,keeping,bookkeeping
bee,keeping,beekeeping
time,keeping,timekeeping
peace,keeping,peacekeeping
bar,keeps,barkeeps
hand,kerchief,handkerchief
hand,kerchiefs,handkerchiefs
tea,kettle,teakettle
tea,kettles,teakettles
turn,key,turnkey
latch,key,latchkey
pass,key,passkey
latch,keys,latchkeys
turn,keys,turnkeys
pass,keys,passkeys
drop,kick,dropkick
side,kick,sidekick
place,kicker,placekicker
drop,kicker,dropkicker
drop,kicks,dropkicks
side,kicks,sidekicks
road,kill,roadkill
lamb,kill,lambkill
over,kill,overkill
pain,killer,painkiller
weed,killer,weedkiller
pain,killers,painkillers
over,kills,overkills
brick,kiln,brickkiln
lime,kiln,limekiln
cows,kin,cowskin
does,kin,doeskin
bucks,kin,buckskin
bears,kin,bearskin
goats,kin,goatskin
coons,kin,coonskin
wines,kin,wineskin
deers,kin,deerskin
kids,kin,kidskin
oils,kin,oilskin
onions,kin,onionskin
moles,kin,moleskin
pigs,kin,pigskin
seals,kin,sealskin
lambs,kin,lambskin
sharks,kin,sharkskin
waters,kin,waterskin
man,kind,mankind
human,kind,humankind
woman,kind,womankind
oils,kins,oilskins
goats,kins,goatskins
does,kins,doeskins
deers,kins,deerskins
lambs,kins,lambskins
pigs,kins,pigskins
coons,kins,coonskins
bears,kins,bearskins
bucks,kins,buckskins
blathers,kite,blatherskite
paper,knife,paperknife
pocket,knife,pocketknife
draw,knife,drawknife
jack,knife,jackknife
pen,knife,penknife
wee,knight,weeknight
wee,knights,weeknights
jack,knives,jackknives
pen,knives,penknives
pocket,knives,pocketknives
door,knob,doorknob
door,knobs,doorknobs
stump,knocker,stumpknocker
door,knocker,doorknocker
door,knockers,doorknockers
bow,knot,bowknot
slip,knot,slipknot
top,knot,topknot
top,knots,topknots
slip,knots,slipknots
shoe,lace,shoelace
boot,lace,bootlace
neck,lace,necklace
boot,laces,bootlaces
shoe,laces,shoelaces
neck,laces,necklaces
step,ladder,stepladder
step,ladders,stepladders
land,ladies,landladies
sales,ladies,salesladies
land,lady,landlady
sales,lady,saleslady
gray,lag,graylag
grey,lag,greylag
fog,lamp,foglamp
head,lamp,headlamp
sun,lamp,sunlamp
blow,lamp,blowlamp
head,lamps,headlamps
blow,lamps,blowlamps
sun,lamps,sunlamps
free,lance,freelance
free,lancer,freelancer
free,lancers,freelancers
free,lances,freelances
mid,land,midland
screen,land,screenland
bottom,land,bottomland
hinter,land,hinterland
waste,land,wasteland
swamp,land,swampland
heart,land,heartland
march,land,marchland
park,land,parkland
pasture,land,pastureland
moor,land,moorland
heath,land,heathland
dream,land,dreamland
high,land,highland
fairy,land,fairyland
marsh,land,marshland
plow,land,plowland
timber,land,timberland
wood,land,woodland
table,land,tableland
wet,land,wetland
range,land,rangeland
wonder,land,wonderland
fen,land,fenland
head,land,headland
home,land,homeland
grass,land,grassland
main,land,mainland
mother,land,motherland
farm,land,farmland
scrub,land,scrubland
lotus,land,lotusland
tide,land,tideland
father,land,fatherland
low,land,lowland
plough,land,ploughland
coast,land,coastland
south,land,southland
border,land,borderland
gang,land,gangland
north,land,northland
wood,lands,woodlands
border,lands,borderlands
head,lands,headlands
low,lands,lowlands
bad,lands,badlands
timber,lands,timberlands
farm,lands,farmlands
grass,lands,grasslands
swamp,lands,swamplands
high,lands,highlands
moor,lands,moorlands
heart,lands,heartlands
mid,lands,midlands
marsh,lands,marshlands
fairy,lands,fairylands
scab,lands,scablands
table,lands,tablelands
mother,lands,motherlands
hinter,lands,hinterlands
father,lands,fatherlands
wet,lands,wetlands
wonder,lands,wonderlands
home,lands,homelands
main,lands,mainlands
warp,lane,warplane
warp,lanes,warplanes
ear,lap,earlap
over,lap,overlap
over,lapping,overlapping
over,laps,overlaps
tit,lark,titlark
sky,lark,skylark
meadow,lark,meadowlark
meadow,larks,meadowlarks
sky,larks,skylarks
whip,lash,whiplash
back,lash,backlash
eye,lash,eyelash
supers,lasher,superslasher
whip,lashes,whiplashes
back,lashes,backlashes
eye,lashes,eyelashes
sung,lass,sunglass
wind,lasses,windlasses
sung,lasses,sunglasses
ever,lasting,everlasting
pot,latch,potlatch
horse,laugh,horselaugh
horse,laughs,horselaughs
mans,laughter,manslaughter
scoff,law,scofflaw
scoff,laws,scofflaws
under,lay,underlay
over,lay,overlay
mans,layer,manslayer
brick,layer,bricklayer
plate,layer,platelayer
track,layer,tracklayer
over,layer,overlayer
mine,layer,minelayer
brick,layers,bricklayers
brick,laying,bricklaying
mine,laying,minelaying
under,lays,underlays
over,lays,overlays
fair,lead,fairlead
ring,leader,ringleader
band,leader,bandleader
cheer,leader,cheerleader
cheer,leaders,cheerleaders
ring,leaders,ringleaders
band,leaders,bandleaders
liver,leaf,liverleaf
fly,leaf,flyleaf
clover,leaf,cloverleaf
jelly,leaf,jellyleaf
water,leaf,waterleaf
heart,leaf,heartleaf
blood,leaf,bloodleaf
leather,leaf,leatherleaf
velvet,leaf,velvetleaf
sweet,leaf,sweetleaf
shin,leaf,shinleaf
satin,leaf,satinleaf
clover,leafs,cloverleafs
fly,leaves,flyleaves
bobs,led,bobsled
dogs,led,dogsled
horse,leech,horseleech
black,leg,blackleg
dog,leg,dogleg
peg,leg,pegleg
rough,leg,roughleg
boot,leg,bootleg
bandy,leg,bandyleg
bow,leg,bowleg
boot,legging,bootlegging
long,legs,longlegs
dog,legs,doglegs
bow,legs,bowlegs
boot,legs,bootlegs
spindle,legs,spindlelegs
yellow,legs,yellowlegs
black,legs,blacklegs
money,lender,moneylender
money,lenders,moneylenders
wave,length,wavelength
wave,lengths,wavelengths
news,letter,newsletter
news,letters,newsletters
blood,letting,bloodletting
cow,lick,cowlick
boot,licker,bootlicker
cow,licks,cowlicks
eye,lid,eyelid
eye,lids,eyelids
high,life,highlife
night,life,nightlife
wild,life,wildlife
after,life,afterlife
low,life,lowlife
chair,lift,chairlift
face,lift,facelift
fork,lift,forklift
air,lift,airlift
weight,lift,weightlift
shirt,lifter,shirtlifter
shop,lifter,shoplifter
weight,lifter,weightlifter
shop,lifters,shoplifters
weight,lifters,weightlifters
shop,lifting,shoplifting
weight,lifting,weightlifting
air,lifts,airlifts
chair,lifts,chairlifts
fork,lifts,forklifts
torch,light,torchlight
high,light,highlight
dead,light,deadlight
candle,light,candlelight
star,light,starlight
gas,light,gaslight
flash,light,flashlight
stop,light,stoplight
head,light,headlight
lime,light,limelight
day,light,daylight
sky,light,skylight
sun,light,sunlight
lamp,light,lamplight
fan,light,fanlight
fire,light,firelight
street,light,streetlight
jack,light,jacklight
tail,light,taillight
moon,light,moonlight
search,light,searchlight
spot,light,spotlight
side,light,sidelight
quarter,light,quarterlight
rush,light,rushlight
flood,light,floodlight
pen,light,penlight
lamp,lighter,lamplighter
fire,lighter,firelighter
moon,lighter,moonlighter
high,lighter,highlighter
high,lighters,highlighters
lamp,lighters,lamplighters
moon,lighters,moonlighters
fire,lighters,firelighters
back,lighting,backlighting
high,lighting,highlighting
stop,lights,stoplights
day,lights,daylights
high,lights,highlights
gas,lights,gaslights
fan,lights,fanlights
flash,lights,flashlights
foot,lights,footlights
pen,lights,penlights
spot,lights,spotlights
side,lights,sidelights
flood,lights,floodlights
street,lights,streetlights
tail,lights,taillights
search,lights,searchlights
moon,lights,moonlights
house,lights,houselights
head,lights,headlights
lime,lights,limelights
sky,lights,skylights
day,lily,daylily
hind,limb,hindlimb
quick,lime,quicklime
brook,lime,brooklime
bird,lime,birdlime
hem,line,hemline
land,line,landline
air,line,airline
clothes,line,clothesline
snap,line,snapline
dead,line,deadline
side,line,sideline
bread,line,breadline
shore,line,shoreline
under,line,underline
center,line,centerline
base,line,baseline
guide,line,guideline
pipe,line,pipeline
neck,line,neckline
hand,line,handline
mid,line,midline
bow,line,bowline
date,line,dateline
border,line,borderline
hip,line,hipline
waist,line,waistline
tape,line,tapeline
set,line,setline
head,line,headline
coast,line,coastline
balk,line,balkline
ridge,line,ridgeline
life,line,lifeline
drop,line,dropline
timber,line,timberline
trot,line,trotline
time,line,timeline
story,line,storyline
sky,line,skyline
bee,line,beeline
water,line,waterline
blood,line,bloodline
touch,line,touchline
tow,line,towline
hair,line,hairline
tram,line,tramline
jet,liner,jetliner
hard,liner,hardliner
head,liner,headliner
air,liner,airliner
eye,liner,eyeliner
stream,liner,streamliner
air,liners,airliners
jet,liners,jetliners
eye,liners,eyeliners
head,liners,headliners
hard,liners,hardliners
tram,lines,tramlines
bow,lines,bowlines
bread,lines,breadlines
